index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 545 MiB, 81559 MiB, 118.23 W, P0
1, NVIDIA H800, 100 %, 641 MiB, 81559 MiB, 198.70 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.26 W, P0
3, NVIDIA H800, 6 %, 611 MiB, 81559 MiB, 127.39 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.29 W, P0
5, NVIDIA H800, 16 %, 671 MiB, 81559 MiB, 175.57 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.46 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.10 W, P0
