index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 100 %, 701 MiB, 81559 MiB, 343.38 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.30 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.76 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.11 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.95 W, P0
5, NVIDIA H800, 0 %, 549 MiB, 81559 MiB, 120.18 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.87 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.76 W, P0
