index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 74.50 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.18 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.65 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.81 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.95 W, P0
5, NVIDIA H800, 100 %, 733 MiB, 81559 MiB, 308.13 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 74.36 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.93 W, P0
