timestamp_s,power_w
1782472060.811100,127.120
1782472061.046321,143.460
1782472061.237943,162.840
1782472061.396609,165.470
1782472061.584931,166.700
1782472061.800001,162.530
1782472062.019140,164.460
1782472062.193240,145.520
1782472062.343554,160.800
1782472062.512248,167.050
1782472062.703286,171.600
1782472062.888593,157.020
1782472063.106709,159.200
1782472063.283348,158.130
1782472063.487425,133.070
1782472063.684756,130.870
1782472063.879669,129.140
1782472064.079969,124.730
1782472064.254711,137.310
1782472064.469557,139.600
1782472064.665618,145.240
1782472064.898409,148.890
1782472065.075750,146.780
1782472065.251947,148.430
1782472065.437592,169.480
1782472065.597767,161.090
1782472065.784473,166.180
1782472065.953701,178.610
1782472066.174254,158.190
1782472066.400012,161.430
1782472066.549564,158.450
1782472066.738715,174.210
1782472066.926978,187.450
1782472067.099826,191.170
1782472067.295161,193.180
1782472067.486762,173.210
1782472067.736530,173.840
1782472067.955803,159.210
1782472068.143717,173.800
1782472068.307637,183.160
1782472068.485218,178.440
1782472068.658280,173.660
1782472068.830062,190.550
1782472069.046609,182.860
1782472069.207832,183.060
1782472069.407739,188.670
1782472069.622421,196.900
1782472069.774892,190.260
1782472069.960699,165.950
1782472070.148410,177.300
1782472070.337617,191.950
1782472070.552773,200.620
1782472070.736706,209.560
1782472070.953920,204.990
1782472071.137708,216.890
1782472071.372221,195.540
1782472071.557422,192.170
1782472071.759348,176.570
1782472071.975156,163.600
1782472072.153266,158.070
1782472072.357318,170.040
1782472072.540373,176.630
1782472072.702926,174.850
1782472072.862540,185.330
1782472073.078143,179.610
1782472073.252290,172.970
1782472073.460102,178.530
1782472073.628731,183.620
1782472073.782947,178.710
1782472073.946187,186.240
1782472074.152130,192.220
1782472074.337975,202.020
1782472074.519614,210.000
1782472074.710465,195.550
1782472074.840425,213.320
1782472075.067097,202.480
1782472075.222164,206.850
1782472075.371274,195.760
1782472075.561010,189.950
1782472075.716244,187.850
1782472075.941964,187.480
1782472076.111613,175.330
1782472076.292006,175.900
1782472076.489659,162.350
1782472076.724094,172.660
1782472076.964694,166.140
1782472077.155980,166.330
1782472077.344473,182.170
1782472077.582747,181.590
1782472077.737878,179.160
1782472077.931057,193.170
1782472078.101309,196.520
1782472078.288018,172.380
1782472078.530323,194.810
1782472078.702243,177.510
1782472078.922957,170.920
1782472079.121826,192.370
1782472079.344263,210.530
1782472079.524492,225.010
1782472079.683466,208.540
1782472079.926062,202.670
1782472080.111489,192.230
1782472080.366299,162.290
1782472080.603343,162.800
1782472080.830162,165.710
1782472081.043427,176.270
1782472081.234404,191.560
1782472081.442562,202.890
1782472081.632856,219.550
1782472081.835834,218.610
1782472082.028192,232.790
1782472082.160262,233.270
1782472082.357501,224.750
1782472082.579116,192.890
1782472082.737014,206.010
1782472082.899158,188.400
1782472083.094561,162.290
1782472083.285120,150.340
1782472083.475330,150.870
1782472083.685250,129.590
1782472083.856267,141.150
1782472084.014675,148.390
1782472084.191795,147.660
1782472084.395068,151.750
1782472084.557691,160.170
1782472084.764380,167.350
1782472084.964149,156.570
1782472085.206688,158.910
1782472085.358847,168.460
1782472085.579737,155.090
1782472085.790101,142.220
1782472086.009669,149.550
1782472086.197590,134.090
1782472086.400042,135.980
1782472086.640803,157.240
1782472086.847667,168.700
1782472087.087939,164.200
1782472087.314504,170.180
1782472087.513191,176.090
1782472087.674063,161.570
1782472087.859102,155.920
1782472088.043406,174.270
1782472088.287627,160.750
1782472088.515226,166.920
1782472088.703749,166.800
1782472088.920351,171.850
1782472089.123574,180.150
1782472089.338086,188.530
1782472089.624880,213.380
1782472089.779892,201.150
1782472090.018185,183.460
1782472090.203885,182.350
1782472090.411728,175.750
1782472090.627670,175.160
1782472090.788178,175.830
1782472090.936631,190.950
1782472091.092101,179.010
1782472091.281501,180.760
1782472091.465317,174.090
1782472091.676984,154.320
1782472091.889799,152.770
1782472092.043787,151.430
1782472092.199869,154.190
1782472092.389989,148.210
1782472092.607641,154.150
1782472092.861468,163.250
1782472093.022247,160.220
1782472093.243611,180.150
1782472093.397643,181.620
1782472093.589345,177.560
1782472093.773994,172.100
1782472093.933943,183.700
1782472094.145535,182.880
1782472094.347596,184.480
1782472094.547498,195.570
1782472094.791644,179.270
1782472094.985151,161.100
1782472095.191318,162.910
1782472095.375998,143.090
1782472095.572012,126.550
1782472095.794554,127.620
1782472095.991776,128.400
1782472096.210601,134.980
1782472096.382022,133.990
1782472096.606250,140.890
1782472096.794204,140.880
1782472096.994882,139.550
1782472097.183745,132.800
1782472097.381400,132.800
