index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 545 MiB, 81559 MiB, 120.11 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.65 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.69 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.17 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.92 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 74.74 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 74.33 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.18 W, P0
