# gpu         pid  type    sm    mem    enc    dec     fb   ccpm    command
# Idx           #   C/G     %      %      %      %     MB     MB    name
    0          -     -     -     -     -     -     -     -   -              
    1          -     -     -     -     -     -     -     -   -              
    2          -     -     -     -     -     -     -     -   -              
    3    3894777     C     8     0     -     -   598     0   python3        
    4          -     -     -     -     -     -     -     -   -              
    5    3851838     C    17     0     -     -   658     0   python3        
    6          -     -     -     -     -     -     -     -   -              
    7          -     -     -     -     -     -     -     -   -              
