# gpu         pid  type    sm    mem    enc    dec     fb   ccpm    command
# Idx           #   C/G     %      %      %      %     MB     MB    name
    0    3399346     C     0     0     -     -   532     0   python3        
    1          -     -     -     -     -     -     -     -   -              
    2          -     -     -     -     -     -     -     -   -              
    3          -     -     -     -     -     -     -     -   -              
    4          -     -     -     -     -     -     -     -   -              
    5    3399330     C     0     0     -     -   532     0   python3        
    6          -     -     -     -     -     -     -     -   -              
    7          -     -     -     -     -     -     -     -   -              
