index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 100 %, 741 MiB, 81559 MiB, 372.99 W, P0
1, NVIDIA H800, 0 %, 545 MiB, 81559 MiB, 111.28 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.89 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.48 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.57 W, P0
5, NVIDIA H800, 100 %, 673 MiB, 81559 MiB, 375.70 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 74.23 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.63 W, P0
