index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 545 MiB, 81559 MiB, 116.32 W, P0
1, NVIDIA H800, 0 %, 7 MiB, 81559 MiB, 67.72 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.17 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.25 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.24 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.76 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.36 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.38 W, P0
