0, 92, 63108, 353.70
1, 100, 64430, 367.80
2, 100, 64886, 353.46
3, 3, 2883, 124.98
4, 2, 2883, 120.00
5, 2, 2883, 122.94
6, 4, 2747, 206.74
7, 0, 533, 111.94
