# gpu         pid  type    sm    mem    enc    dec     fb   ccpm    command
# Idx           #   C/G     %      %      %      %     MB     MB    name
    0    3655971     C     0     0     -     -   532     0   python3        
    1          -     -     -     -     -     -     -     -   -              
    2    3595376     C    27     0     -     -   730     0   python3        
    3    3652343     C     7     0     -     -   600     0   python3        
    4          -     -     -     -     -     -     -     -   -              
    5          -     -     -     -     -     -     -     -   -              
    6          -     -     -     -     -     -     -     -   -              
    7          -     -     -     -     -     -     -     -   -              
