0, 79, 60271, 426.65
1, 88, 61555, 404.56
2, 89, 62011, 403.86
3, 0, 4, 71.81
4, 0, 4, 69.76
5, 0, 4, 72.92
6, 0, 7, 73.59
7, 0, 4, 70.04
