index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 74.12 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.86 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.81 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.31 W, P0
4, NVIDIA H800, 100 %, 719 MiB, 81559 MiB, 354.10 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 75.33 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.91 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.04 W, P0
