0, 100, 40657, 703.83
1, 0, 4, 67.10
2, 0, 4, 67.84
3, 0, 4, 69.49
4, 0, 4, 69.49
5, 0, 4, 72.52
6, 0, 8, 71.38
7, 0, 4, 69.32
