triplet,stage0_planes,stage1_planes,stage2_planes,prune_object,sparse_mask,q_tag,prec_flag,q_bits,q_bits_per_stage,q_granularity,q_object,d_scheme,d_tactic,d_workspace_gb,hardware,device,max_voxels,n_collected,n_skipped,real_voxels_mean,real_voxels_p99,lat_e2e_mean_ms,lat_e2e_p50_ms,lat_e2e_p99_ms,lat_trt_mean_ms,lat_trt_p50_ms,lat_trt_p99_ms,lat_postproc_mean_ms,lat_postproc_p50_ms,speedup_e2e_vs_baseline,speedup_trt_vs_baseline,throughput_fps,ap30,ap50,ap70,engine_size_mb,build_secs,build_success,fail_reason,ts
T1_base,64,128,256,none,dense,Q_mix_s0,mixed,mixed,INT8/FP16/FP16,per-tensor,W+A,GPU,default,4,rtx4090,NVIDIA GeForce RTX 4090,32000,80,14,23074.3625,24151.73,8.584,8.6417,12.4225,2.61,2.6085,2.7509,5.9653,6.0119,1.3122,2.1641,116.4955,0.6411842783193501,0.5474187724282752,0.3717265651983924,54.594684,101.59229493141174,True,,2026-05-15T16:15:32
T1_base,64,128,256,none,dense,Q_mix_s2,mixed,mixed,FP16/FP16/INT8,per-tensor,W+A,GPU,default,4,rtx4090,NVIDIA GeForce RTX 4090,32000,80,14,23074.3625,24151.73,8.4836,8.6937,10.7059,2.8249,2.836,2.9452,5.6493,5.841,1.3278,1.9994,117.8748,0.18666460187660544,0.1525565435822045,0.0787062287419825,52.197964,95.946528673172,True,,2026-05-15T16:17:38
T2_p25,48,96,192,channel,dense,Q_mix_s0,mixed,mixed,INT8/FP16/FP16,per-tensor,W+A,GPU,default,4,rtx4090,NVIDIA GeForce RTX 4090,32000,80,14,23074.3625,24151.73,11.1516,11.1676,13.6542,5.2208,5.205,5.8076,5.9213,5.9617,1.0101,1.0819,89.6734,0.6451351857463826,0.5511764801753452,0.3670810663534706,51.861628,96.88455390930176,True,,2026-05-15T16:22:52
T2_p25,48,96,192,channel,dense,Q_mix_s2,mixed,mixed,FP16/FP16/INT8,per-tensor,W+A,GPU,default,4,rtx4090,NVIDIA GeForce RTX 4090,32000,80,14,23074.3625,24151.73,11.6616,11.669,14.3536,6.042,6.0158,6.5087,5.6107,5.6617,0.9659,0.9348,85.7516,0.6512776830865096,0.5575456059891,0.37418385180548547,50.102828,92.15913319587708,True,,2026-05-15T16:28:01
T3_p37,40,80,160,channel,dense,Q_mix_s0,mixed,mixed,INT8/FP16/FP16,per-tensor,W+A,GPU,default,4,rtx4090,NVIDIA GeForce RTX 4090,32000,80,14,23074.3625,24151.73,10.0783,9.8207,12.5912,4.6472,4.6408,4.8096,5.4226,5.1369,1.1177,1.2154,99.2232,0.6406472521971697,0.5294654942023987,0.34293863741003544,52.036276,95.40780925750732,True,,2026-05-15T16:33:23
