index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.21 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 69.03 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.83 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.98 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 121.19 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 75.21 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 74.33 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.04 W, P0
