index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.85 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 67.39 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 67.93 W, P0
3, NVIDIA H800, 0 %, 6813 MiB, 81559 MiB, 116.50 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 69.91 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.73 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.15 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.13 W, P0
