index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.39 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 67.54 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.96 W, P0
3, NVIDIA H800, 0 %, 6813 MiB, 81559 MiB, 117.46 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.47 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.23 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.88 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.57 W, P0
