index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.57 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 67.60 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.32 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.87 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.41 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.19 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.36 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.41 W, P0
