timestamp_s,power_w
1782401545.529289,216.500
1782401545.678398,244.020
1782401545.845099,299.020
1782401546.020154,352.960
1782401546.187859,355.360
1782401546.327787,379.800
1782401546.449466,381.130
1782401546.571425,381.900
1782401546.694400,382.100
1782401546.836089,381.520
1782401546.998788,382.090
1782401547.172741,382.530
1782401547.313732,383.280
1782401547.438879,383.470
1782401547.560044,383.100
1782401547.703772,382.130
1782401547.828484,382.160
1782401547.948364,383.130
1782401548.115769,383.220
1782401548.283729,382.600
1782401548.445500,382.270
1782401548.567100,382.900
1782401548.710802,383.840
1782401548.857416,384.350
1782401548.995220,384.330
1782401549.148555,383.810
1782401549.304971,383.200
1782401549.467587,383.980
1782401549.608545,385.030
1782401549.776963,384.600
1782401549.924818,384.300
1782401550.046743,383.470
1782401550.210666,384.810
1782401550.374621,385.670
1782401550.496043,386.580
1782401550.615696,385.790
1782401550.734984,385.020
1782401550.876255,385.570
1782401551.015085,386.270
1782401551.134995,387.540
1782401551.257619,387.650
1782401551.428442,386.030
1782401551.592846,385.730
1782401551.738601,386.960
1782401551.904178,386.660
1782401552.048177,386.120
1782401552.168543,385.540
1782401552.338706,385.750
1782401552.465209,386.620
1782401552.586467,387.010
1782401552.751893,387.370
1782401552.873753,387.100
1782401553.016955,387.160
1782401553.141797,388.950
1782401553.266249,389.180
1782401553.407219,389.210
1782401553.570581,388.200
1782401553.690132,388.080
1782401553.813758,388.480
1782401553.976496,389.220
1782401554.099191,389.300
1782401554.243670,387.940
1782401554.374202,388.020
1782401554.554129,388.270
1782401554.676376,388.460
1782401554.843564,360.510
