timestamp_s,power_w
1782400078.703830,167.810
1782400078.881869,192.930
1782400079.064894,234.570
1782400079.184094,255.240
1782400079.328390,279.480
1782400079.473266,298.580
1782400079.592376,317.950
1782400079.738787,319.030
1782400079.876405,318.840
1782400080.025468,319.300
1782400080.145542,318.870
1782400080.301782,319.150
1782400080.421298,319.730
1782400080.539853,319.570
1782400080.683878,319.300
1782400080.828732,319.340
1782400081.007661,319.430
1782400081.171897,320.010
1782400081.315737,319.730
1782400081.460122,319.970
1782400081.602819,320.270
1782400081.764619,319.960
1782400081.938178,319.960
1782400082.120039,320.240
1782400082.239969,320.330
1782400082.379112,320.770
1782400082.515002,320.450
1782400082.633987,320.740
1782400082.774580,320.850
1782400082.895931,320.870
1782400083.025383,320.230
1782400083.179266,320.090
