index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 88 %, 40655 MiB, 81559 MiB, 627.96 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 264.28 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.67 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.55 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 69.65 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.44 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 71.46 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 69.29 W, P0
