triplet,ft,q,d,seed,ap50,lat_p50_ms,src,planes_s1,planes_s2,planes_s3,total_prune_pct,build_success
T12_p21,8,mix_s2,D31_all_enabled_4gb_BL5,-1,0.5320966853081219,8.164238350040087,e2e_bench_v1,32,64,256,0.2142857142857143,True
T12_p21,8,mix_s2,D32_edge_only_4gb_BL5,-1,0.5320966853081219,8.621982952615305,e2e_bench_v1,32,64,256,0.2142857142857143,True
T12_p21,8,mix_s2,D3_cublas_lt_16gb,-1,0.5320966853081219,8.281978167049155,e2e_bench_v1,32,64,256,0.2142857142857143,True
T12_p21,8,mix_s2,D4_all_enabled_1gb,-1,0.5320966853081219,8.86101410762056,e2e_bench_v1,32,64,256,0.2142857142857143,True
T12_p21,8,mix_s2,D5_default_1gb,-1,0.5320966853081219,7.46356659964384,e2e_bench_v1,32,64,256,0.2142857142857143,True
T12_p21,8,mix_s2,D6_default_8gb,-1,0.5320966853081219,7.817654766111405,e2e_bench_v1,32,64,256,0.2142857142857143,True
T12_p21,8,mix_s2,D7_default_16gb,-1,0.5320966853081219,8.255681766583807,e2e_bench_v1,32,64,256,0.2142857142857143,True
T12_p21,8,mix_s2,D8_with_cudnn_4gb,-1,0.5320966853081219,7.863953602673744,e2e_bench_v1,32,64,256,0.2142857142857143,True
T12_p21,8,mix_s2,D9_cublas_lt_4gb,-1,0.5320966853081219,8.278015494789402,e2e_bench_v1,32,64,256,0.2142857142857143,True
T13_p29,8,fp16,D10_cublas_lt_8gb,-1,0.5361866730715558,8.710315801209688,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D11_all_enabled_4gb,-1,0.5361866730715558,8.150364443546094,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D12_edge_only_4gb,-1,0.5361866730715558,8.150856043655985,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D13_with_cudnn_1gb,-1,0.5361866730715558,8.927104832777472,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D14_with_cudnn_16gb,-1,0.5361866730715558,8.26142451742954,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D15_cublas_lt_1gb,-1,0.5361866730715558,8.569736660562157,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D16_all_enabled_8gb,-1,0.5361866730715558,7.994685133323366,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D17_all_enabled_16gb,-1,0.5361866730715558,8.392084921185734,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D18_edge_only_1gb,-1,0.5361866730715558,8.102171625060665,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D19_edge_only_8gb,-1,0.5361866730715558,8.613138308913651,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D1_default_4gb,-1,0.5361866730715558,7.51309720670559,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D20_edge_only_16gb,-1,0.5361866730715558,8.347252376671433,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D21_default_4gb_BL0,-1,0.5361866730715558,13.81011369866608,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D22_cublas_lt_8gb_BL0,-1,0.5361866730715558,9.783979516260485,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D23_all_enabled_4gb_BL0,-1,0.5361866730715558,13.048272082569467,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D24_edge_only_4gb_BL0,-1,0.5361866730715558,9.644531502415473,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D25_default_4gb_BL3,-1,0.5361866730715558,14.714126591516717,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D26_cublas_lt_8gb_BL3,-1,0.5361866730715558,11.414547841223639,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D27_all_enabled_4gb_BL3,-1,0.5361866730715558,17.602968564618738,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D28_edge_only_4gb_BL3,-1,0.5361866730715558,40.08449812204127,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D29_default_4gb_BL5,-1,0.5361866730715558,8.600855785150623,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D2_with_cudnn_8gb,-1,0.5361866730715558,8.288671209963645,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D30_cublas_lt_8gb_BL5,-1,0.5361866730715558,8.547432265873008,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D31_all_enabled_4gb_BL5,-1,0.5361866730715558,8.261267542801626,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D32_edge_only_4gb_BL5,-1,0.5361866730715558,8.213707527945086,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D3_cublas_lt_16gb,-1,0.5361866730715558,8.307731673559315,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D4_all_enabled_1gb,-1,0.5361866730715558,8.071722093836998,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D5_default_1gb,-1,0.5361866730715558,8.30722096875488,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D6_default_8gb,-1,0.5361866730715558,8.557116183389269,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D7_default_16gb,-1,0.5361866730715558,8.336751401407911,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D8_with_cudnn_4gb,-1,0.5361866730715558,8.163545199100703,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp16,D9_cublas_lt_4gb,-1,0.5361866730715558,8.881467929019308,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D10_cublas_lt_8gb,-1,0.5356510883354301,10.240089129735786,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D11_all_enabled_4gb,-1,0.5356510883354301,10.069165095037814,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D12_edge_only_4gb,-1,0.5356510883354301,10.260167056040007,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D13_with_cudnn_1gb,-1,0.5356510883354301,10.143675012882467,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D14_with_cudnn_16gb,-1,0.5356510883354301,9.211869309367735,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D15_cublas_lt_1gb,-1,0.5356510883354301,10.773284839187177,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D16_all_enabled_8gb,-1,0.5356510883354301,10.226454610903854,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D17_all_enabled_16gb,-1,0.5356510883354301,9.578112862735106,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D18_edge_only_1gb,-1,0.5356510883354301,10.468595261076297,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D19_edge_only_8gb,-1,0.5356510883354301,10.146948102419236,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D1_default_4gb,-1,0.5356510883354301,8.795345503159728,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D20_edge_only_16gb,-1,0.5356510883354301,10.072775805192515,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D21_default_4gb_BL0,-1,0.5356510883354301,14.321128390348134,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D22_cublas_lt_8gb_BL0,-1,0.5356510883354301,17.076152811076277,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D23_all_enabled_4gb_BL0,-1,0.5356510883354301,16.998881473599038,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D24_edge_only_4gb_BL0,-1,0.5356510883354301,14.01559374960581,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D25_default_4gb_BL3,-1,0.5356510883354301,13.395380736906684,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D26_cublas_lt_8gb_BL3,-1,0.5356510883354301,13.225256536913676,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D27_all_enabled_4gb_BL3,-1,0.5356510883354301,61.40092346988899,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D28_edge_only_4gb_BL3,-1,0.5356510883354301,13.059723421177388,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D29_default_4gb_BL5,-1,0.5356510883354301,10.601384752876422,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D2_with_cudnn_8gb,-1,0.5356510883354301,9.981285090455396,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D30_cublas_lt_8gb_BL5,-1,0.5356510883354301,10.74594018379856,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D31_all_enabled_4gb_BL5,-1,0.5356510883354301,19.951796459753236,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D32_edge_only_4gb_BL5,-1,0.5356510883354301,10.316542472689532,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D3_cublas_lt_16gb,-1,0.5356510883354301,9.793801307276599,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D4_all_enabled_1gb,-1,0.5356510883354301,10.469515910523329,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D5_default_1gb,-1,0.5356510883354301,10.63394248100512,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D6_default_8gb,-1,0.5356510883354301,10.034840967840342,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D7_default_16gb,-1,0.5356510883354301,10.551027406293688,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D8_with_cudnn_4gb,-1,0.5356510883354301,10.02770655320651,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,fp32,D9_cublas_lt_4gb,-1,0.5356510883354301,10.275855336508572,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D10_cublas_lt_8gb,-1,0.5227938306019324,9.373222016948661,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D11_all_enabled_4gb,-1,0.5227938306019324,8.58783378762974,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D12_edge_only_4gb,-1,0.5227938306019324,10.467094073007981,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D13_with_cudnn_1gb,-1,0.5227938306019324,8.267933975586445,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D14_with_cudnn_16gb,-1,0.5227938306019324,7.950478062245883,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D15_cublas_lt_1gb,-1,0.5227938306019324,7.923371489649304,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D16_all_enabled_8gb,-1,0.5227938306019324,7.9687815015893735,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D17_all_enabled_16gb,-1,0.5227938306019324,7.8142276769004395,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D18_edge_only_1gb,-1,0.5227938306019324,7.972625194133424,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D19_edge_only_8gb,-1,0.5227938306019324,7.113594862277247,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D1_default_4gb,-1,0.5227938306019324,7.014044220743194,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D20_edge_only_16gb,-1,0.5227938306019324,8.610409123589507,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D21_default_4gb_BL0,-1,0.5227938306019324,11.423753868368653,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D22_cublas_lt_8gb_BL0,-1,0.5227938306019324,9.934738701470044,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D23_all_enabled_4gb_BL0,-1,0.5227938306019324,8.926475300889166,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D24_edge_only_4gb_BL0,-1,0.5227938306019324,9.374768560401165,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D25_default_4gb_BL3,-1,0.5227938306019324,41.382678038626594,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D26_cublas_lt_8gb_BL3,-1,0.5227938306019324,45.02962949620851,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D27_all_enabled_4gb_BL3,-1,0.5227938306019324,10.787695985466817,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D28_edge_only_4gb_BL3,-1,0.5227938306019324,11.932419548644297,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D29_default_4gb_BL5,-1,0.5227938306019324,8.331257461682464,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D2_with_cudnn_8gb,-1,0.5227938306019324,8.026925518960802,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D30_cublas_lt_8gb_BL5,-1,0.5227938306019324,8.724724473201137,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D31_all_enabled_4gb_BL5,-1,0.5227938306019324,8.503010916165413,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D32_edge_only_4gb_BL5,-1,0.5227938306019324,8.383937382048481,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D3_cublas_lt_16gb,-1,0.5227938306019324,8.22611957487414,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D4_all_enabled_1gb,-1,0.5227938306019324,8.58667605476582,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D5_default_1gb,-1,0.5227938306019324,7.842540606714627,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D6_default_8gb,-1,0.5227938306019324,7.69850795217379,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D7_default_16gb,-1,0.5227938306019324,8.082349441994594,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D8_with_cudnn_4gb,-1,0.5227938306019324,8.065999232116873,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_ent,D9_cublas_lt_4gb,-1,0.5227938306019324,10.295257695447747,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D10_cublas_lt_8gb,-1,0.5216747868134665,7.963488995652732,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D11_all_enabled_4gb,-1,0.5216747868134665,8.093122707117173,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D12_edge_only_4gb,-1,0.5216747868134665,8.294308611317087,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D13_with_cudnn_1gb,-1,0.5216747868134665,8.178995684761878,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D14_with_cudnn_16gb,-1,0.5216747868134665,7.788993062343879,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D15_cublas_lt_1gb,-1,0.5216747868134665,8.36661153069668,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D16_all_enabled_8gb,-1,0.5216747868134665,8.08217960219512,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D17_all_enabled_16gb,-1,0.5216747868134665,8.404350091607416,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D18_edge_only_1gb,-1,0.5216747868134665,8.07215864051933,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D19_edge_only_8gb,-1,0.5216747868134665,6.992923860345716,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D1_default_4gb,-1,0.5216747868134665,7.542063976311886,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D20_edge_only_16gb,-1,0.5216747868134665,8.479527452894105,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D21_default_4gb_BL0,-1,0.5216747868134665,9.003315020590582,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D22_cublas_lt_8gb_BL0,-1,0.5216747868134665,10.159215220942613,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D23_all_enabled_4gb_BL0,-1,0.5216747868134665,12.570947283732565,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D24_edge_only_4gb_BL0,-1,0.5216747868134665,8.90506047871824,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D25_default_4gb_BL3,-1,0.5216747868134665,11.681287745161027,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D26_cublas_lt_8gb_BL3,-1,0.5216747868134665,9.96680058724389,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D27_all_enabled_4gb_BL3,-1,0.5216747868134665,48.63813229571985,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D28_edge_only_4gb_BL3,-1,0.5216747868134665,39.51959974549378,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D29_default_4gb_BL5,-1,0.5216747868134665,8.066422146523331,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D2_with_cudnn_8gb,-1,0.5216747868134665,8.139915377439737,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D30_cublas_lt_8gb_BL5,-1,0.5216747868134665,16.205301726512847,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D31_all_enabled_4gb_BL5,-1,0.5216747868134665,8.233658041360957,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D32_edge_only_4gb_BL5,-1,0.5216747868134665,8.208509269048667,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D3_cublas_lt_16gb,-1,0.5216747868134665,8.227398718664924,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D4_all_enabled_1gb,-1,0.5216747868134665,7.880034356949796,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D5_default_1gb,-1,0.5216747868134665,8.251111012097779,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D6_default_8gb,-1,0.5216747868134665,7.544618876032858,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D7_default_16gb,-1,0.5216747868134665,8.253664833527708,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D8_with_cudnn_4gb,-1,0.5216747868134665,8.14861110997936,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_mm,D9_cublas_lt_4gb,-1,0.5216747868134665,8.076213612619568,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D10_cublas_lt_8gb,-1,0.5312492377652334,8.626966517017554,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D11_all_enabled_4gb,-1,0.5312492377652334,10.533511841247336,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D12_edge_only_4gb,-1,0.5312492377652334,8.397483106363362,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D13_with_cudnn_1gb,-1,0.5312492377652334,8.032109159576322,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D14_with_cudnn_16gb,-1,0.5312492377652334,8.460530356805947,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D15_cublas_lt_1gb,-1,0.5312492377652334,7.8857325806138725,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D16_all_enabled_8gb,-1,0.5312492377652334,7.957962857004161,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D17_all_enabled_16gb,-1,0.5312492377652334,6.290142905756675,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D18_edge_only_1gb,-1,0.5312492377652334,8.254891229425716,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D19_edge_only_8gb,-1,0.5312492377652334,8.54496359845507,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D1_default_4gb,-1,0.5312492377652334,6.650842096372032,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D20_edge_only_16gb,-1,0.5312492377652334,8.513413308337952,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D21_default_4gb_BL0,-1,0.5312492377652334,10.624068402001999,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D22_cublas_lt_8gb_BL0,-1,0.5312492377652334,13.399185865466814,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D23_all_enabled_4gb_BL0,-1,0.5312492377652334,10.101489666681145,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D24_edge_only_4gb_BL0,-1,0.5312492377652334,9.813378972087806,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D25_default_4gb_BL3,-1,0.5312492377652334,10.949340685450625,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D26_cublas_lt_8gb_BL3,-1,0.5312492377652334,48.202295393306635,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D27_all_enabled_4gb_BL3,-1,0.5312492377652334,32.959354524001,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D28_edge_only_4gb_BL3,-1,0.5312492377652334,50.36641567402855,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D29_default_4gb_BL5,-1,0.5312492377652334,8.496147846566366,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D2_with_cudnn_8gb,-1,0.5312492377652334,7.285369375512707,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D30_cublas_lt_8gb_BL5,-1,0.5312492377652334,8.135511589443034,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D31_all_enabled_4gb_BL5,-1,0.5312492377652334,8.128389538437528,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D32_edge_only_4gb_BL5,-1,0.5312492377652334,7.901684085929234,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D3_cublas_lt_16gb,-1,0.5312492377652334,8.559503959626532,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D4_all_enabled_1gb,-1,0.5312492377652334,8.491371916995142,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D5_default_1gb,-1,0.5312492377652334,8.126123944518076,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D6_default_8gb,-1,0.5312492377652334,8.62905835400712,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D7_default_16gb,-1,0.5312492377652334,8.629385993298419,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D8_with_cudnn_4gb,-1,0.5312492377652334,8.005943612537948,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,int8_pc_wo,D9_cublas_lt_4gb,-1,0.5312492377652334,7.835117781408049,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D10_cublas_lt_8gb,-1,0.5197055099089084,8.648446695731213,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D11_all_enabled_4gb,-1,0.5197055099089084,8.515885532873021,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D12_edge_only_4gb,-1,0.5197055099089084,8.202496675938221,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D13_with_cudnn_1gb,-1,0.5197055099089084,7.923679122690248,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D14_with_cudnn_16gb,-1,0.5197055099089084,7.499242576499773,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D15_cublas_lt_1gb,-1,0.5197055099089084,8.122091276061761,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D16_all_enabled_8gb,-1,0.5197055099089084,7.766375013396997,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D17_all_enabled_16gb,-1,0.5197055099089084,6.4250339884297984,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D18_edge_only_1gb,-1,0.5197055099089084,8.648199877195562,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D19_edge_only_8gb,-1,0.5197055099089084,8.64349058723875,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D1_default_4gb,-1,0.5197055099089084,8.224549952626592,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D20_edge_only_16gb,-1,0.5197055099089084,8.352495349748214,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D21_default_4gb_BL0,-1,0.5197055099089084,10.179463949428424,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D22_cublas_lt_8gb_BL0,-1,0.5197055099089084,14.299646226752351,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D23_all_enabled_4gb_BL0,-1,0.5197055099089084,12.935389025357244,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D24_edge_only_4gb_BL0,-1,0.5197055099089084,10.177505880054023,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D25_default_4gb_BL3,-1,0.5197055099089084,35.44389939603595,e2e_bench_v1,32,32,256,0.2857142857142857,True
T13_p29,8,mix_s0,D26_cublas_lt_8gb_BL3,-1,0.5197055099089084,8.244913506734857,e2e_bench_v1,32,32,256,0.2857142857142857,True
