# gpu         pid  type    sm    mem    enc    dec     fb   ccpm    command
# Idx           #   C/G     %      %      %      %     MB     MB    name
    0    3590771     C    20     0     -     -   722     0   python3        
    1    3592699     C     0     0     -     -   540     0   python3        
    2          -     -     -     -     -     -     -     -   -              
    3    3593594     C     1     0     -     -   532     0   python3        
    4          -     -     -     -     -     -     -     -   -              
    5          -     -     -     -     -     -     -     -   -              
    6          -     -     -     -     -     -     -     -   -              
    7          -     -     -     -     -     -     -     -   -              
