0, 78, 61747, 383.35
1, 75, 63085, 381.61
2, 70, 63541, 352.10
3, 0, 1537, 120.68
4, 0, 1537, 112.93
5, 0, 1537, 116.48
6, 0, 1385, 131.37
7, 0, 533, 113.38
