0, NVIDIA H800, 71, 60271, 81559
1, NVIDIA H800, 74, 61555, 81559
2, NVIDIA H800, 76, 62011, 81559
3, NVIDIA H800, 100, 1455, 81559
4, NVIDIA H800, 0, 7, 81559
5, NVIDIA H800, 100, 693, 81559
6, NVIDIA H800, 100, 717, 81559
7, NVIDIA H800, 0, 4, 81559
