0, 78, 61747, 388.67
1, 75, 63085, 381.61
2, 100, 63541, 354.48
3, 0, 1537, 120.74
4, 0, 1537, 112.87
5, 0, 1537, 116.47
6, 0, 1385, 131.33
7, 0, 533, 113.38
