index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.47 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 67.88 W, P0
2, NVIDIA H800, 19 %, 719 MiB, 81559 MiB, 152.48 W, P0
3, NVIDIA H800, 4 %, 621 MiB, 81559 MiB, 140.48 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.18 W, P0
5, NVIDIA H800, 16 %, 715 MiB, 81559 MiB, 162.10 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.50 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.24 W, P0
