# gpu         pid  type    sm    mem    enc    dec     fb   ccpm    command
# Idx           #   C/G     %      %      %      %     MB     MB    name
    0          -     -     -     -     -     -     -     -   -              
    1          -     -     -     -     -     -     -     -   -              
    2    3791214     C     6     1     -     -   586     0   python3        
    2    3840379     C     7     2     -     - 13614     0   python         
    3    3830248     C    12     0     -     -   656     0   python3        
    4    3842759     C     1     0     -     -   532     0   python3        
    5    3787685     C     8     0     -     -   620     0   python3        
    6          -     -     -     -     -     -     -     -   -              
    7          -     -     -     -     -     -     -     -   -              
