prune_rate,criterion,bn_recal_batches,n_samples,AP30,AP50,AP70,lat_mean_ms,lat_p50_ms,lat_p99_ms,timestamp
0.0,none,0,2170,0.9690381193374494,0.963467249130836,0.9270266080407772,44.891252562527285,37.81324768066406,120.74847274780272,2026-05-09 17:49:09
0.25,l1,50,2170,0.9682439447217698,0.961979799161836,0.9257547308452476,43.52624919777092,35.91884803771973,122.77367706298828,2026-05-09 17:49:09
0.5,l1,50,2170,0.9670169328426452,0.9606084759753376,0.918394877728904,43.59576017801663,36.2926082611084,110.90078811645444,2026-05-09 17:49:09
0.75,l1,50,2170,0.94936797972889,0.9429727029434292,0.662074028237489,44.56894465987034,37.74617576599121,118.6326219940185,2026-05-09 17:49:09
0.9,l1,50,2170,0.3106471244921977,0.25477749002175,0.0472014512970864,42.77674433976274,34.78783988952637,102.60708129882804,2026-05-09 17:49:09
0.5,fpgm,50,2170,0.9677177253584496,0.961662394048178,0.92139219317698,43.88387212006178,35.76883125305176,124.29607131958007,2026-05-09 18:07:54
0.75,fpgm,50,2170,0.9526594451634142,0.9452501635346925,0.6007127244478055,44.23985841900522,37.0068473815918,116.0307535552978,2026-05-09 18:07:54
