config_id,model_class,is_pareto,est_lat_4090_ms,est_orin_fp16_ms,est_orin_int8_ms,est_amota,est_params_M,prune_object,prune_rate__backbone,prune_criterion__backbone,q_bits__backbone,q_granularity__backbone,q_object__backbone,d_routing__backbone,prune_rate__encoder,prune_criterion__encoder,q_bits__encoder,q_granularity__encoder,q_object__encoder,d_routing__encoder,prune_rate__decoder,prune_criterion__decoder,q_bits__decoder,q_granularity__decoder,q_object__decoder,d_routing__decoder,prune_rate__heads,prune_criterion__heads,q_bits__heads,q_granularity__heads,q_object__heads,d_routing__heads,prune_rate__v2x_comm,prune_criterion__v2x_comm,q_bits__v2x_comm,q_granularity__v2x_comm,q_object__v2x_comm,d_routing__v2x_comm
m4_7_pyramid_0034,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_pyramid_0035,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU
m4_7_pyramid_0036,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0037,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU
m4_7_pyramid_0038,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_pyramid_0039,pyramid_fusion,False,2.531785223564232,2.5002879989973312,2.1992790581097617,,1.2263424219783872,channel,0.7,L1,INT8,per-tensor,W+A,GPU,0.625,L1,INT8,per-tensor,W+A,GPU,0.55,L1,FP32,none,none,GPU,0.5,L1,INT8,per-tensor,W-only,GPU,0.25,L1,INT8,per-channel,W-only,GPU
m4_7_pyramid_0040,pyramid_fusion,True,2.458248807091977,2.430546159097495,2.1309394444245293,,1.1548763417421173,channel,0.75,FPGM,FP32,none,none,GPU,0.8,L1,INT8,per-channel,W+A,GPU,0.75,L1,FP16,per-tensor,W+A,GPU,0.7,L1,FP16,per-tensor,W-only,GPU,0.75,L1,FP16,per-tensor,W-only,GPU
m4_7_pyramid_0041,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU
m4_7_pyramid_0042,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0043,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m4_7_pyramid_0044,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_pyramid_0045,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_pyramid_0046,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU
m4_7_pyramid_0047,pyramid_fusion,False,3.508080266316732,3.4262049233328806,3.106579539493509,,4.763566666666668,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU
m4_7_pyramid_0048,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU
m4_7_pyramid_0049,pyramid_fusion,False,3.5080802663167314,3.42620492333288,3.1065795394935085,,4.763566666666666,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU
m5_6_uniad_tiny_0000,uniad_tiny_variant,True,520.2492419602759,493.5028376636913,483.3297541178585,,98.74042072501985,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0001,uniad_tiny_variant,False,538.780692453372,511.07804074540354,500.5515909774641,,100.39764470417052,none,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0002,uniad_tiny_variant,False,537.8988146977871,510.2416690510548,499.7320353338054,,100.3842951006156,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0003,uniad_tiny_variant,False,533.5517714904066,506.118939035768,495.6921967379516,,100.627773,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0004,uniad_tiny_variant,True,519.8224771760698,493.0980945080847,482.9331487094605,,99.84619955547264,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0005,uniad_tiny_variant,False,538.2257721721048,510.5517550862715,500.03588679350776,,100.627773,none,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0006,uniad_tiny_variant,False,523.5729794224147,496.655065866721,486.418603766106,,100.39782716121294,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0007,uniad_tiny_variant,False,533.9599425964436,506.5060479716476,496.0715224794306,,100.36691914625484,none,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0008,uniad_tiny_variant,False,536.0566223990518,508.49453631700896,498.0200303698842,,100.366472663537,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0009,uniad_tiny_variant,False,523.4612155894615,496.5490691957062,486.31473825926713,,100.3761249677608,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0010,uniad_tiny_variant,True,519.8224771760698,493.0980945080847,482.9331487094605,,99.84619955547264,none,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0011,uniad_tiny_variant,False,538.401202905058,510.7181333608472,500.1989198741728,,100.3893754249756,none,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0012,uniad_tiny_variant,False,533.5517714904066,506.118939035768,495.6921967379516,,100.627773,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0013,uniad_tiny_variant,False,535.5813460072552,508.0437848170721,497.578341658804,,100.62777300000002,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0014,uniad_tiny_variant,False,536.1787842232148,508.6103944291032,498.1335590441233,,100.38515705029543,none,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0015,uniad_tiny_variant,False,533.4815021836234,506.0522957183663,495.62689334801416,,100.627773,none,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0016,uniad_tiny_variant,False,521.9423516638476,495.1085806621132,484.9032121216554,,99.84515699044567,none,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0017,uniad_tiny_variant,False,533.9459340113608,506.4927622481253,496.0585038780524,,100.36620348775052,none,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0018,uniad_tiny_variant,True,526.7322698264722,499.65133269786304,489.35462779461176,,97.09285815072944,channel,0.125,FPGM,FP16,per-channel,W+A,GPU,0.15,Taylor,FP16,per-tensor,W-only,GPU,0.375,Taylor,FP32,none,none,GPU,0.2,L1,FP32,none,none,GPU,0.0,L1,FP32,none,none,GPU
m5_6_uniad_tiny_0019,uniad_tiny_variant,True,520.0687383974824,493.3316483240199,483.16200670315055,,98.81035752432489,none,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0020,uniad_tiny_variant,False,533.9459340113608,506.4927622481253,496.0585038780524,,100.36620348775052,none,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0021,uniad_tiny_variant,False,533.9459340113608,506.4927622481253,496.0585038780524,,100.36620348775052,none,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0022,uniad_tiny_variant,False,535.6637648692034,508.12195075648646,497.6549359974477,,99.84619955547264,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0023,uniad_tiny_variant,False,533.9599425964436,506.5060479716476,496.0715224794306,,100.36691914625484,none,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0024,uniad_tiny_variant,False,536.4231315438028,508.8421331040335,498.3606383919495,,100.37931777245012,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0025,uniad_tiny_variant,False,534.1996070225289,506.7333453956393,496.2942498719048,,100.62777300000002,none,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP16,per-tensor,W-only,GPU,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0026,uniad_tiny_variant,False,536.4231315438028,508.8421331040335,498.3606383919495,,100.37931777245012,none,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0027,uniad_tiny_variant,False,537.8988146977871,510.2416690510548,499.7320353338054,,100.3842951006156,none,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0028,uniad_tiny_variant,False,522.9912201481541,496.1033261422127,485.8779572950371,,99.87607646385902,none,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,INT8,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0029,uniad_tiny_variant,False,538.2257721721048,510.5517550862715,500.03588679350776,,100.627773,none,0.0,none,INT8,per-channel,W+A,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP16,per-channel,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0030,uniad_tiny_variant,True,520.0687383974824,493.3316483240199,483.16200670315055,,98.81035752432489,none,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0031,uniad_tiny_variant,False,533.9459340113608,506.4927622481253,496.0585038780524,,100.36620348775052,none,0.0,none,FP16,per-channel,W-only,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,FP32,none,none,GPU
m5_6_uniad_tiny_0032,uniad_tiny_variant,False,537.0537964524774,509.44025486738894,498.9467343467329,,100.40877595009506,none,0.0,none,INT8,per-tensor,W-only,GPU,0.0,none,FP16,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU,0.0,none,INT8,per-tensor,W+A,GPU,0.0,none,FP32,none,none,GPU
