timestamp_s,power_w
1782469784.129221,287.320
1782469784.395486,240.880
1782469784.617653,209.770
1782469784.829004,134.820
1782469785.033367,113.550
1782469785.232694,112.070
1782469785.452525,112.000
1782469785.696010,111.990
1782469785.881853,111.960
1782469786.124679,111.900
1782469786.320762,111.830
1782469786.503724,111.700
1782469786.728395,111.700
1782469786.906769,111.640
1782469787.120126,111.630
1782469787.301880,111.590
1782469787.499982,111.590
1782469787.703966,111.460
1782469787.957850,111.410
1782469788.173627,111.380
1782469788.368965,111.360
1782469788.561341,111.380
1782469788.829403,111.470
1782469789.097079,111.590
