# gpu         pid  type    sm    mem    enc    dec     fb   ccpm    command
# Idx           #   C/G     %      %      %      %     MB     MB    name
    0    3409486     C    99     0     -     -   664     0   python3        
    1          -     -     -     -     -     -     -     -   -              
    2          -     -     -     -     -     -     -     -   -              
    3          -     -     -     -     -     -     -     -   -              
    4    3412913     C    99     0     -     -   650     0   python3        
    5          -     -     -     -     -     -     -     -   -              
    6          -     -     -     -     -     -     -     -   -              
    7          -     -     -     -     -     -     -     -   -              
