index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 16 %, 689 MiB, 81559 MiB, 142.38 W, P0
1, NVIDIA H800, 12 %, 641 MiB, 81559 MiB, 134.91 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.19 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.41 W, P0
4, NVIDIA H800, 12 %, 663 MiB, 81559 MiB, 155.94 W, P0
5, NVIDIA H800, 10 %, 597 MiB, 81559 MiB, 133.47 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.57 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.95 W, P0
