# gpu         pid  type    sm    mem    enc    dec     fb   ccpm    command
# Idx           #   C/G     %      %      %      %     MB     MB    name
    0    3904547     C    13     0     -     -   676     0   python3        
    1    3903712     C    12     0     -     -   628     0   python3        
    2          -     -     -     -     -     -     -     -   -              
    3          -     -     -     -     -     -     -     -   -              
    4    3906115     C    11     0     -     -   650     0   python3        
    5    3911970     C     5     0     -     -   584     0   python3        
    6          -     -     -     -     -     -     -     -   -              
    7          -     -     -     -     -     -     -     -   -              
