index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.03 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.08 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.56 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.78 W, P0
4, NVIDIA H800, 100 %, 673 MiB, 81559 MiB, 351.91 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 118.76 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.81 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.71 W, P0
