index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 2 %, 545 MiB, 81559 MiB, 89.14 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 69.29 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.83 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.43 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 96.57 W, P0
5, NVIDIA H800, 100 %, 673 MiB, 81559 MiB, 367.86 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 74.28 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.63 W, P0
