index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.14 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.66 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.52 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.12 W, P0
4, NVIDIA H800, 100 %, 695 MiB, 81559 MiB, 340.22 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 75.73 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.93 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.87 W, P0
