index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.79 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 67.94 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 69.15 W, P0
3, NVIDIA H800, 0 %, 8099 MiB, 81559 MiB, 118.47 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.89 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.32 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 74.45 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.88 W, P0
