index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.31 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.62 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.81 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.07 W, P0
4, NVIDIA H800, 100 %, 695 MiB, 81559 MiB, 340.43 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 76.02 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.83 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.94 W, P0
