# gpu         pid  type    sm    mem    enc    dec     fb   ccpm    command
# Idx           #   C/G     %      %      %      %     MB     MB    name
    0          -     -     -     -     -     -     -     -   -              
    1    3959830     C     0     0     -     -   532     0   python3        
    2          -     -     -     -     -     -     -     -   -              
    3    3947892     C    27     0     -     -   684     0   python3        
    4          -     -     -     -     -     -     -     -   -              
    5          -     -     -     -     -     -     -     -   -              
    6          -     -     -     -     -     -     -     -   -              
    7          -     -     -     -     -     -     -     -   -              
