index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 72.12 W, P0
1, NVIDIA H800, 0 %, 545 MiB, 81559 MiB, 108.46 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.39 W, P0
3, NVIDIA H800, 21 %, 697 MiB, 81559 MiB, 176.34 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.56 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.83 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.61 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.95 W, P0
