timestamp_s,power_w
1782472339.498713,347.370
1782472339.674343,322.540
1782472339.833762,274.620
1782472339.995876,238.790
1782472340.175234,216.570
1782472340.343008,170.570
1782472340.512001,123.510
1782472340.652031,123.120
1782472340.812628,122.990
1782472340.989355,122.840
1782472341.176499,122.810
1782472341.341461,122.770
1782472341.501720,122.820
1782472341.677640,122.820
1782472341.814447,122.710
1782472341.983243,122.680
1782472342.130245,122.670
1782472342.297788,122.600
1782472342.466323,122.630
1782472342.601777,122.550
1782472342.789685,122.540
1782472342.956922,122.550
1782472343.140747,122.530
1782472343.313621,122.500
1782472343.474672,122.470
1782472343.651656,122.430
1782472343.816309,122.370
1782472343.972632,122.340
1782472344.138363,122.310
1782472344.298419,122.280
1782472344.463934,122.340
