timestamp_s,power_w
1782472344.640192,148.760
1782472344.794229,149.500
1782472344.956340,167.420
1782472345.072688,187.390
1782472345.249352,204.170
1782472345.409931,214.740
1782472345.527060,223.830
1782472345.661765,209.740
1782472345.846755,243.150
1782472345.969968,223.160
1782472346.106038,215.650
1782472346.267686,218.410
1782472346.402999,217.460
1782472346.520885,213.910
1782472346.662971,213.730
1782472346.788258,207.990
1782472346.918895,178.630
1782472347.089717,178.290
1782472347.233901,174.920
1782472347.376731,181.890
1782472347.516432,184.980
1782472347.638324,198.930
1782472347.760387,197.370
1782472347.900458,197.890
1782472348.070304,215.890
1782472348.200558,208.550
1782472348.367482,211.490
1782472348.486409,204.240
1782472348.605099,202.130
1782472348.723409,188.580
1782472348.893169,173.550
1782472349.050528,181.430
1782472349.190571,180.680
1782472349.357493,184.710
1782472349.477626,191.810
1782472349.599205,191.170
1782472349.718585,189.080
1782472349.838540,210.520
1782472349.972165,199.920
1782472350.110851,202.510
1782472350.254602,215.860
1782472350.421758,201.010
1782472350.561972,209.230
1782472350.726908,216.220
1782472350.866038,210.060
1782472351.016227,200.430
1782472351.178782,208.370
1782472351.299945,194.820
1782472351.424600,195.070
1782472351.542778,194.890
1782472351.709788,195.370
1782472351.875772,183.180
1782472352.017098,189.360
1782472352.138432,199.770
1782472352.296792,199.500
1782472352.438400,212.370
1782472352.562698,208.200
1782472352.707056,202.270
1782472352.827634,208.770
1782472352.947230,219.820
1782472353.067134,236.530
1782472353.185072,218.670
1782472353.343104,242.570
1782472353.461677,252.680
1782472353.586638,227.740
1782472353.705765,237.880
1782472353.824850,234.360
1782472353.944629,236.840
1782472354.063333,232.590
1782472354.227021,230.880
1782472354.355843,251.100
1782472354.474644,225.380
1782472354.601408,226.220
1782472354.720268,229.990
1782472354.839367,245.910
1782472354.981098,220.130
1782472355.099486,202.750
1782472355.234293,194.900
1782472355.397198,189.290
1782472355.532241,195.010
1782472355.676880,200.850
1782472355.811633,196.380
1782472355.932233,184.290
1782472356.077271,189.890
1782472356.222291,185.980
1782472356.369588,202.200
1782472356.536304,212.290
1782472356.660517,216.650
1782472356.779304,225.020
1782472356.897503,216.670
1782472357.015743,207.660
1782472357.134428,219.290
1782472357.256120,225.130
1782472357.402938,210.780
1782472357.521184,206.170
1782472357.681233,188.290
1782472357.805576,185.060
1782472357.923694,185.890
1782472358.066258,206.310
1782472358.186527,173.160
1782472358.307841,175.120
1782472358.458974,188.770
1782472358.600040,181.180
1782472358.721463,186.770
1782472358.844721,204.450
1782472358.964623,223.410
1782472359.083255,204.380
1782472359.201407,208.700
1782472359.344187,224.220
1782472359.495727,203.720
1782472359.637817,231.220
1782472359.787085,204.220
1782472359.911172,187.370
1782472360.029919,191.550
1782472360.149066,215.820
1782472360.267315,223.940
1782472360.393262,200.360
1782472360.521264,212.800
1782472360.661718,204.940
1782472360.805772,202.730
1782472360.930783,213.030
1782472361.048773,231.970
1782472361.167378,225.610
1782472361.287480,211.270
1782472361.448236,226.290
1782472361.593952,210.050
1782472361.737651,220.930
1782472361.872429,232.990
1782472361.999448,224.060
1782472362.120407,206.780
1782472362.240658,213.980
1782472362.380168,204.470
1782472362.503511,198.450
1782472362.632369,211.360
1782472362.788738,194.440
1782472362.909352,182.150
1782472363.033158,200.770
1782472363.172629,207.100
1782472363.290776,179.030
1782472363.411955,176.600
1782472363.532650,184.390
1782472363.651371,204.760
1782472363.796575,196.950
1782472363.916450,198.800
1782472364.080637,180.520
1782472364.199146,176.430
1782472364.320230,181.300
1782472364.441103,202.520
1782472364.603827,174.330
1782472364.732738,188.420
1782472364.875958,196.520
1782472365.016216,190.260
1782472365.140248,214.760
1782472365.258448,235.670
1782472365.377678,216.110
1782472365.496082,216.890
1782472365.615283,211.700
1782472365.752706,232.080
1782472365.879862,226.790
1782472366.016198,220.880
1782472366.134207,231.280
1782472366.259496,207.990
1782472366.397937,197.780
1782472366.567079,222.780
1782472366.688942,213.040
1782472366.807351,189.240
1782472366.981282,195.100
1782472367.120819,193.610
1782472367.260450,198.870
1782472367.387357,182.970
1782472367.507075,183.700
1782472367.673293,183.800
1782472367.792438,178.770
1782472367.921291,182.080
1782472368.093424,173.710
1782472368.234656,168.200
1782472368.377832,176.470
1782472368.525795,177.380
1782472368.694147,168.100
1782472368.817787,171.950
1782472368.962713,181.140
1782472369.126866,195.210
1782472369.245207,205.110
1782472369.363464,216.010
1782472369.482658,212.980
1782472369.630674,225.480
1782472369.751100,249.290
1782472369.870080,249.180
1782472370.019120,245.950
1782472370.164193,253.260
1782472370.284521,218.390
1782472370.404361,211.320
1782472370.524724,218.380
1782472370.649371,231.300
1782472370.767867,215.820
1782472370.913705,203.620
1782472371.094855,187.130
1782472371.239559,203.460
1782472371.376489,214.870
1782472371.494677,207.320
1782472371.616700,204.570
1782472371.740374,204.850
1782472371.859285,216.270
1782472371.978736,215.340
1782472372.148182,237.570
1782472372.321839,221.760
1782472372.441965,233.750
1782472372.563243,264.110
1782472372.681434,245.340
1782472372.804800,225.450
1782472372.951051,238.850
1782472373.070688,242.730
1782472373.200197,230.530
1782472373.370441,241.420
1782472373.489203,197.330
1782472373.629313,200.640
1782472373.784051,198.620
1782472373.907528,198.900
1782472374.028006,185.700
1782472374.184753,177.020
1782472374.324069,169.270
1782472374.499579,169.810
1782472374.620210,164.370
1782472374.761267,179.520
1782472374.880162,186.010
1782472375.005687,177.510
1782472375.123888,179.090
1782472375.244202,204.070
1782472375.368454,206.330
1782472375.508900,208.380
1782472375.629340,217.210
1782472375.748360,234.280
1782472375.867738,231.970
1782472376.009777,224.270
1782472376.134383,241.590
1782472376.255399,250.880
1782472376.384729,227.150
1782472376.509203,227.050
1782472376.664378,235.770
1782472376.783482,201.470
1782472376.902178,195.650
1782472377.044681,226.320
1782472377.169829,204.680
1782472377.313612,200.200
1782472377.468983,209.860
1782472377.588931,198.750
1782472377.728007,200.850
1782472377.845963,217.150
1782472377.964204,233.540
1782472378.105376,211.630
1782472378.230908,208.160
1782472378.349596,227.620
1782472378.536927,237.700
1782472378.658643,246.800
1782472378.802391,225.420
1782472378.921846,211.640
1782472379.041955,238.010
1782472379.182934,233.130
1782472379.307940,210.480
1782472379.427084,210.840
1782472379.555043,231.220
1782472379.673456,215.610
1782472379.841352,231.330
1782472379.959559,256.120
1782472380.077580,230.940
1782472380.214176,225.850
1782472380.338774,246.290
1782472380.480972,235.020
1782472380.626405,228.670
1782472380.768290,219.560
1782472380.922129,216.580
1782472381.043225,218.400
1782472381.162275,228.460
1782472381.281412,221.670
1782472381.428841,222.240
1782472381.547812,236.180
1782472381.671801,237.520
1782472381.807920,229.230
1782472381.940268,258.560
1782472382.059089,265.850
1782472382.177554,235.070
1782472382.297519,227.850
1782472382.422861,234.420
1782472382.541518,235.700
1782472382.661068,240.980
1782472382.834156,242.980
1782472383.005113,221.680
1782472383.125852,205.780
1782472383.245219,231.060
1782472383.364342,249.500
1782472383.489027,233.520
1782472383.607572,211.370
1782472383.726726,199.690
1782472383.893132,191.770
1782472384.032449,198.520
1782472384.150678,195.320
1782472384.293859,189.490
1782472384.412950,174.680
1782472384.585041,182.510
1782472384.704410,178.700
1782472384.830473,182.140
1782472384.996452,173.930
1782472385.136337,185.970
1782472385.258557,188.760
1782472385.401216,186.880
1782472385.519763,185.850
1782472385.670001,202.700
1782472385.789181,195.580
1782472385.947422,215.740
1782472386.088967,208.350
1782472386.237810,210.530
1782472386.356124,219.550
1782472386.474572,226.490
1782472386.595359,217.880
1782472386.720538,207.320
1782472386.840288,238.530
1782472386.962827,246.330
1782472387.081234,241.170
1782472387.199175,221.620
1782472387.320518,217.650
1782472387.485094,191.060
1782472387.604652,198.540
1782472387.753132,217.030
1782472387.872003,222.500
1782472387.993445,182.810
1782472388.158303,194.230
1782472388.276438,207.600
1782472388.394903,202.580
1782472388.537083,222.740
1782472388.657704,243.140
1782472388.782559,212.740
1782472388.920632,218.300
1782472389.068516,212.880
1782472389.243710,216.500
1782472389.410010,218.490
1782472389.530890,229.020
1782472389.672557,203.950
1782472389.822796,209.300
1782472389.963893,219.720
1782472390.083037,214.850
1782472390.246660,229.830
1782472390.367129,233.260
1782472390.485775,226.950
1782472390.628251,220.040
1782472390.793437,211.780
1782472390.920286,199.480
1782472391.039202,214.170
1782472391.160684,209.090
1782472391.305860,192.300
1782472391.427029,194.220
1782472391.546212,219.880
1782472391.665288,228.940
1782472391.783372,236.410
1782472391.920095,230.940
1782472392.047286,248.900
1782472392.167226,225.770
1782472392.310320,227.940
1782472392.441213,253.870
1782472392.560748,261.110
1782472392.681434,232.490
1782472392.801648,223.800
1782472392.922503,229.160
1782472393.047576,234.620
1782472393.165617,235.360
1782472393.313562,236.030
1782472393.454167,223.330
1782472393.599469,203.980
1782472393.718199,200.910
1782472393.861760,228.150
1782472393.983076,205.380
1782472394.108338,188.450
1782472394.243962,214.140
1782472394.380376,197.840
1782472394.537543,217.870
1782472394.680670,217.480
1782472394.799537,202.040
1782472394.965837,212.790
1782472395.084733,218.180
1782472395.210657,211.920
1782472395.352378,208.770
1782472395.497952,201.900
1782472395.660904,200.940
1782472395.779500,210.500
1782472395.900477,192.190
1782472396.041427,211.840
1782472396.177802,220.820
1782472396.304740,213.430
1782472396.427536,207.300
1782472396.547444,231.870
1782472396.678104,213.730
1782472396.821006,209.320
1782472396.961501,237.270
1782472397.080625,209.830
1782472397.199546,210.770
1782472397.345177,235.040
1782472397.463336,220.700
1782472397.606104,210.820
1782472397.766802,219.910
1782472397.884681,221.430
1782472398.025352,209.520
1782472398.164629,226.960
1782472398.282938,208.610
1782472398.408945,203.010
1782472398.534527,206.430
1782472398.672115,200.470
1782472398.806749,195.210
1782472398.926775,196.800
1782472399.065126,207.250
1782472399.204552,190.840
1782472399.368880,199.240
1782472399.518963,201.620
1782472399.648999,204.450
1782472399.769188,219.490
1782472399.919975,215.650
1782472400.061104,226.820
1782472400.179768,219.040
1782472400.298408,218.520
1782472400.417832,214.740
1782472400.542284,225.650
1782472400.721229,199.420
1782472400.841494,216.280
1782472400.987941,215.060
1782472401.107868,197.460
1782472401.226610,202.490
1782472401.368739,211.330
1782472401.489504,207.930
1782472401.640412,214.900
1782472401.770567,215.930
1782472401.912116,194.800
1782472402.054994,211.900
1782472402.197764,210.950
1782472402.316381,197.220
1782472402.434958,205.800
1782472402.578972,199.050
1782472402.751111,207.370
1782472402.916525,203.350
1782472403.070268,215.800
1782472403.190546,202.140
1782472403.327641,207.530
1782472403.446362,216.030
1782472403.565826,225.270
1782472403.687650,203.360
1782472403.858957,220.920
1782472403.996847,205.370
1782472404.146617,221.300
1782472404.266742,238.010
1782472404.388092,216.830
1782472404.506345,199.360
1782472404.644045,221.880
1782472404.765915,230.610
1782472404.890600,220.200
1782472405.028955,229.570
1782472405.178155,197.140
1782472405.298593,195.900
1782472405.416686,199.510
1782472405.534772,207.880
1782472405.674010,194.990
1782472405.795489,178.220
1782472405.918805,187.680
1782472406.078169,177.940
1782472406.196376,173.900
1782472406.315775,177.210
1782472406.435043,194.430
1782472406.575992,177.160
