timestamp_s,power_w
1782472048.802433,306.030
1782472049.095893,259.740
1782472049.471529,203.450
1782472049.604875,141.410
1782472049.770116,117.510
1782472049.932269,117.310
1782472050.063273,117.240
1782472050.171262,117.240
1782472050.321988,117.250
1782472050.429156,117.160
1782472050.539790,117.050
1782472050.782492,117.070
1782472051.195786,117.080
1782472051.336373,117.010
1782472051.480546,116.980
1782472051.679960,116.980
1782472051.815667,117.020
1782472051.955663,117.020
1782472052.103709,116.950
1782472052.238270,116.890
1782472052.352221,116.860
1782472052.491830,116.890
1782472052.594777,116.980
1782472052.773527,117.020
1782472052.933494,116.890
1782472053.074657,116.850
1782472053.232684,116.840
1782472053.425188,116.910
1782472053.571525,116.990
1782472053.716219,116.850
