timestamp_s,power_w
1782401740.323913,69.580
1782401740.597816,69.550
1782401740.874273,69.470
1782401741.192180,69.380
1782401741.489950,69.200
1782401741.767684,69.190
1782401742.066991,69.190
1782401742.389179,69.350
1782401742.663578,69.460
1782401742.936824,69.550
1782401743.213699,69.530
1782401743.526151,69.460
1782401743.825718,69.440
1782401744.102749,69.320
1782401744.403407,69.230
1782401744.702720,69.120
1782401744.977036,69.050
1782401745.251436,69.090
