index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 16 %, 689 MiB, 81559 MiB, 168.08 W, P0
1, NVIDIA H800, 12 %, 641 MiB, 81559 MiB, 154.19 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.22 W, P0
3, NVIDIA H800, 9 %, 611 MiB, 81559 MiB, 124.28 W, P0
4, NVIDIA H800, 12 %, 663 MiB, 81559 MiB, 137.73 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.85 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.30 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.08 W, P0
