t_voxelize_ms,t_encoder_ms,t_backbone_ms,t_fusion_ms,t_head_ms,t_e2e_ms,n_voxels,batch_agents,frame
1.2892800569534302,1.341439962387085,0.5539839863777161,4.3671040534973145,1.5635520219802856,9.115360081195831,11839,1,007416.npy
1.2963839769363403,1.1877119541168213,0.5488640069961548,4.377600193023682,1.5605759620666504,8.971136093139648,9337,1,005759.npy
1.2892160415649414,1.1696319580078125,0.549888014793396,4.419583797454834,1.5667200088500977,8.995039820671082,9463,1,005760.npy
1.277951955795288,1.1600960493087769,0.5529599785804749,4.340735912322998,1.563647985458374,8.895391881465912,9299,1,005761.npy
1.3057600259780884,1.1737920045852661,0.5538240075111389,4.421631813049316,1.5593279600143433,9.014335811138153,9590,1,005762.npy
1.3077119588851929,1.1662399768829346,0.5662720203399658,4.42083215713501,1.558527946472168,9.019584059715271,9294,1,005764.npy
1.3086719512939453,1.1683839559555054,0.5509120225906372,4.412415981292725,1.558527946472168,8.99891185760498,9357,1,005769.npy
1.289247989654541,1.16428804397583,0.549888014793396,4.430848121643066,1.556480050086975,8.990752220153809,9323,1,005771.npy
1.2789759635925293,1.2636159658432007,0.5507839918136597,4.357120037078857,1.5554560422897339,9.005952000617981,10551,1,005787.npy
1.2984319925308228,1.2791359424591064,0.5496640205383301,4.35916805267334,1.559391975402832,9.045791983604431,11119,1,005792.npy
1.2799999713897705,1.2801599502563477,0.5437440276145935,4.377600193023682,1.5595519542694092,9.041056096553802,11174,1,005793.npy
1.30457603931427,1.2985919713974,0.5466240048408508,4.403200149536133,1.555232048034668,9.108224213123322,11355,1,005794.npy
1.288159966468811,1.316864013671875,0.5509120225906372,4.340735912322998,1.5575040578842163,9.054175972938538,11609,1,005796.npy
1.2984319925308228,1.3209600448608398,0.5447679758071899,4.349823951721191,1.5554560422897339,9.069440007209778,11522,1,005798.npy
1.289247989654541,1.3629440069198608,0.5477759838104248,4.369408130645752,1.558527946472168,9.127904057502747,12033,1,005800.npy
1.3004800081253052,1.5544320344924927,0.5457919836044312,4.314112186431885,1.5582400560379028,9.273056268692017,12771,1,005805.npy
1.2851200103759766,1.5952320098876953,0.5542719960212708,4.276383876800537,1.5575040578842163,9.268511950969696,12959,1,005806.npy
1.3035520315170288,1.3772480487823486,0.5487040281295776,4.2639360427856445,1.5575040578842163,9.050944209098816,12690,1,005807.npy
1.2861759662628174,1.4028799533843994,0.543936014175415,4.284416198730469,1.5605759620666504,9.077984094619751,12996,1,005808.npy
1.3046400547027588,1.3905919790267944,0.5447679758071899,4.305920124053955,1.55840003490448,9.104320168495178,12685,1,005809.npy
1.2881920337677002,1.3987840414047241,0.5670719742774963,4.3130879402160645,1.5615999698638916,9.128735959529877,12914,1,005810.npy
1.3107199668884277,1.4039039611816406,0.5478399991989136,4.275199890136719,1.5572479963302612,9.094911813735962,12870,1,005811.npy
1.2810239791870117,1.4058239459991455,0.536575973033905,4.271103858947754,1.4815360307693481,8.976063787937164,12942,1,005812.npy
1.277951955795288,1.4090240001678467,0.5314559936523438,4.272128105163574,1.4776320457458496,8.968192100524902,12808,1,005813.npy
1.2759040594100952,1.3967360258102417,0.5306559801101685,4.261888027191162,1.481727957725525,8.946912050247192,12914,1,005814.npy
1.2904959917068481,1.5842560529708862,0.5406720042228699,4.277247905731201,1.4796160459518433,9.172288000583649,13206,1,005816.npy
1.2879680395126343,1.3967360258102417,0.5345280170440674,4.258016109466553,1.4807039499282837,8.95795214176178,12843,1,005817.npy
1.2822400331497192,1.4213759899139404,0.5355520248413086,4.285439968109131,1.4807039499282837,9.005311965942383,12880,1,005818.npy
1.287168025970459,1.3876479864120483,0.5314559936523438,4.3089919090271,1.4827519655227661,8.998015880584717,12844,1,005819.npy
1.2769279479980469,1.4018559455871582,0.5652480125427246,4.282368183135986,1.4804160594940186,9.006816148757935,13009,1,005820.npy
1.2953599691390991,1.3987840414047241,0.5333120226860046,4.277247905731201,1.4827519655227661,8.987455904483795,12800,1,005821.npy
1.2874879837036133,1.4069759845733643,0.5304639935493469,4.295680046081543,1.4825600385665894,9.003168046474457,13083,1,005822.npy
1.2870399951934814,1.415168046951294,0.5347200036048889,4.264959812164307,1.4807039499282837,8.982591807842255,12883,1,005823.npy
1.2830079793930054,1.3833279609680176,0.5354880094528198,4.257791996002197,1.4807039499282837,8.940319895744324,12778,1,005824.npy
1.286303997039795,1.4039039611816406,0.5293759703636169,4.318240165710449,1.4766080379486084,9.01443213224411,12820,1,005825.npy
1.299456000328064,1.403872013092041,0.528223991394043,4.264959812164307,1.4837759733200073,8.980287790298462,13092,1,005826.npy
1.2862399816513062,1.388543963432312,0.5388479828834534,4.287487983703613,1.4796799421310425,8.980799853801727,12777,1,005827.npy
1.2892160415649414,1.3846080303192139,0.5323200225830078,4.277247905731201,1.4807039499282837,8.964095950126648,12775,1,005828.npy
1.2883520126342773,1.4039679765701294,0.5335040092468262,4.273151874542236,1.4824320077896118,8.981407880783081,12894,1,005829.npy
1.2963839769363403,1.435647964477539,0.5314559936523438,4.302847862243652,1.4796799421310425,9.046015739440918,13110,1,005830.npy
1.281823992729187,1.381376028060913,0.5314559936523438,4.282144069671631,1.4786560535430908,8.955456137657166,12749,1,005831.npy
1.2745920419692993,1.4202239513397217,0.5304319858551025,4.286464214324951,1.4796799421310425,8.991392135620117,12963,1,005832.npy
1.2730239629745483,1.3824959993362427,0.5322239995002747,4.718592166900635,1.4786560535430908,9.384992182254791,12654,1,005833.npy
1.2821439504623413,1.4333120584487915,0.5294079780578613,4.2611517906188965,1.4796799421310425,8.985695719718933,13157,1,005834.npy
1.2851200103759766,1.402143955230713,0.532480001449585,4.291584014892578,1.4807039499282837,8.992031931877136,12903,1,005835.npy
1.2932159900665283,1.3946880102157593,0.5342720150947571,4.287424087524414,1.4824960231781006,8.99209612607956,12815,1,005836.npy
1.291167974472046,1.4039039611816406,0.5355520248413086,4.28323221206665,1.478592038154602,8.992448210716248,12930,1,005837.npy
1.2790080308914185,1.371135950088501,0.5304319858551025,4.287487983703613,1.4827519655227661,8.950815916061401,12615,1,005839.npy
1.2799999713897705,1.3864959478378296,0.5323519706726074,4.271103858947754,1.4807039499282837,8.950655698776245,12665,1,005840.npy
1.2833600044250488,1.3946559429168701,0.5294079780578613,4.255743980407715,1.4807039499282837,8.943871855735779,12841,1,005841.npy
