index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], pstate
0, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.12 W, P0
1, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 67.55 W, P0
2, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 68.75 W, P0
3, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 71.23 W, P0
4, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.77 W, P0
5, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 73.20 W, P0
6, NVIDIA H800, 0 %, 8 MiB, 81559 MiB, 73.74 W, P0
7, NVIDIA H800, 0 %, 4 MiB, 81559 MiB, 70.61 W, P0
